A1R	A2	A3	A4	A5	C1	C2	C3	C4R	C5R	E1R	E2R	E3	E4	E5	N1R	N2R	N3R	N4R	N5R	O1	O2R	O3	O4	O5R	gender	education	age	extraversion	plasticity
3	3	3	2	2	4	3	5	5	5	2	2	2	3	3	5	2	1	4	2	2	3	2	3	2	2	3	19	2.4	2.4
1	4	5	6	5	4	6	6	2	3	6	5	1	5	4	2	1	2	5	3	6	2	5	5	4	1	3	22	4.2	4.3
1		6	4	5	6	4	5	1	4	3	3	6	6	3	1	3	1	5	2	4	3	3	6	2	2	2	19	4.2	3.9
6	5	5	4	6	6	6	5	5	6	3	6	5	5	5	6	6	4	4	4	6	6	6	5	5	2	3	20	4.8	5.2
4	3	3	4	4	4	3	3	3	2	5	4	4	4	4	4	3	5	3	5	4	4	6	6	5	2	4	24	4.2	4.6
6	6	4	3	5	4	5	4	5	2	5	5	4	5	4	5	4	3	5	5	4	6	5	4	5	2	2	23	4.6	4.7
2	5	5	5	5	5	5	5	2	2	2	2	5	5	5	2	2	2	2	2	5	2	5	5	2	1	3	20	3.8	3.8
6	6	6	3	6	6	5	5	5	2	5	5	5	5	5	2	1	2	2	2	4	5	4	6	6	2	4	33	5	5
2	6	6	1	6	5	6	5		1	6	2	5	5	5	5	4	1	1	3	6	5	5	6	5	1	1	16	4.6	5
6	6	6	6	6	5	5	3	2	2	2	5	4	5	6	5	5	2	5	6	5	4	5	6	5	1	1	17	4.4	4.7
6	4	3	3	4	5	4	5	5	3	5	3	4	2	3	5	5	5	3	6	6	5	6	6	6	2	3	21	3.4	4.6
6	6	6	1	1	5	6	6	3	1	6	1	6	1	6	1	1	1	1	1	6	1	4	6	6	2	5	31	4	4.3
4	4	4	4	4	6	5	4	6	6	4	3	5	5	5	6	6	6	6	6	5	5	5	4	5	2	2	57	4.4	4.6
6	6	6	6	6	5	6	2	2	5	2	5	5	6	6	5	2	3	3	3	5	5	6	6	5	2	3	20	4.8	5.1
1	5	5	6	6	5	6	6	2	1	4	1	5	6	6	2	1	3	2	2	5	1	5	6	5	2	2	19	4.4	4.4
1	5	5	6	6	5	6	6	2	6	4	1	5	6	6	2	6	3	2	2	5	6	5	6	5	2	2	19	4.4	4.9
1	2	5	6	6	5	6	3	2	6	4	1	5	6	2	2	6	3	2	2	5	6	5	6	5	2	2	19	3.6	4.5
1	2	5	6	6	5	6	6	6	6	4	1	5	6	2	6	6	3	5	2	5	6	5	6	5	2	2	19	3.6	4.5
1	2	5	6	6	5	4	6	6	6	4	1	5	6	2	6	6	3	5	2	5	6	5	6	5	2	2	19	3.6	4.5
1	2	5	6	6	5	4	6	6	6	4	1	5	6	2	6	6	3	5	4	5	6	3	6	5	2	2	19	3.6	4.3
1	2	5	6	6	5	4	6	6	6	4	1	5	6	2	6	6	3	5	1	5	6	6	6	5	2	2	19	3.6	4.6
1	2	5	6	6	5	4	6	6	6	4	1	5	6	2	6	6	6	5	1	5	6	6	1	5	2	2	19	3.6	4.1
1	2	5	6	6	5	4	6	6	6	4	1	5	6	2	6	6	1	5	1	5	6	6	6	5	2	2	19	3.6	4.6
1	2	5	6	6	5	4	6	6	6	4	6	5	6	2	6	6	1	5	1	5	6	6	6	5	2	2	19	4.6	5.1
4	4	4	1	4	5	4	5	3	4	3	4	3	3	5	6	5	5	5	4	4	4	2	2	2	2	3	19	3.6	3.2
6	5	1	6	2	5	5	5	4	2	3	1	1	3	4	2	2	1	2	2	4	4	5	5	2	1	5	42	2.4	3.2
5	5	5	5	2	5	6	5	3	3	6	1	5	5	6	1	1	1	1	1	4	3	6	2	1	2	5	46	4.6	3.9
5	5	5	6	5	5	6	6	3	5	6	4	3	5	6	2	3	2	4	1	6	3		6	5	2	2	20	4.8	
5	5	4	4	4	4	4	5	4	4	3	3	4	4	2	4	4	3	5	3	4	3	4	4	4	2	3	20	3.2	3.5
3	5	4	4	3	4	3	3	5	3	5	3	4	2	5	2	2	2	1	5	4	5	5	5	3	2	4	20	3.8	4.1
6	1	4	6	6	6	6	4	6	6	2	5		6	5	6	5	3	6	6	4	6	4	1	4	2	3	21		
4	6	5	6	6	6	5	5	6	5	4	5	5	5	6	6	5	6	6	5	6	4	4	4	5	1	2	25	5	4.8
3	5	4	4	4	5	5	4	5	4	5	3	4	5	5	5	5	2	3	4	4	2	4	5	5	2	2	19	4.4	4.2
6	6	6	4	5	3	2	5	3	5	6	5	5	3	6	6	6	5		5	5	5	6	6	6	2	5	52	5	5.3
2	5		5	4	5	5	5	5	2	2	3	1	4	6	5	3	5	5	5	3	3	4	4	5	1	3	20	3.2	3.5
3	4	4	4	3	4	4	4	4	5	4	3	1	2	5	5	5	5	5	5	4	4	5	6	3	2	3	19	3	3.7
5	5	5	6	5	5	5	5	6	6	4	5	5	5	6	6	6	6	5	5	6	3	4	4	2	1	3	34	5	4.4
2	4	3	4	3	4	2	2	4	5	1	3	4	4	2	5	3	6	3	5	6	6	4	6	6	1	3	29	2.8	4.2
3	4	4	5	5	4	4	4	5	2	5	5	5	4	5	5	6	5	5	5	3	4	3	2	5	2	2	36	4.8	4.1
3	1	5	2	5	6	5	2	5	4	1	3	5	3	3	3	2	3	2	5	6	6	6	6	5	1	1	18	3	4.4
4	5	3	6	4	4	3	2	5	2	5	3	3	3	2	6	6	2	3	5	4	4	2	3	4	1	3	25	3.2	3.3
4	5	1	4	4	4	4	4	5	5	4	3	4	4	3	5	3	2	4	2	3	5	4	4	3	2	3	30	3.6	3.7
5	4	6	5	5	5	5	5	2	6	5	5	6	5	6	4	5	4	5	5	6	5	5	5	5	1	5	32	5.4	5.3
5	4	4	6	4	5	6	1	3	1	3	3	1	4	4	1	1	2	2	4	2	2	6	6	3	2	3	32	3	3.4
4	2	2	2	4	5	5	5	4	5	5	5	5	5	5	5	4	5	4	6	6	5	5	6	5	2	1	16	5	5.2
2	3	1	1	3	5	2	5	4	2	4	2	4	3	4	3	2	5	4	3	3	4	3	6	4	2	3	19	3.4	3.7
6	6	4	6	4	6	6	5	5	6	6	3	5	5	5	3	3	3	3	2	6	6	6	6	4	1	5	29	4.8	5.2
6	5	5	6	3	5	4	2	5		6	3	4	5	4	4	2	4	5	5	4	6	6	6	6	2	4	30	4.4	5
5	5	4	6	4	5	3	4	4	4	4	4	4	5	4	5	5	5	3	4	3	4	4	5	3	2	3	27	4.2	4
5	6	5	6	5	5	5	5	2	3	4	5	2	4	5	3	4	2	1	5	6	6	6	6	6	2	5	41	4	5
4	4	3	1	3	4	3	4	4	3	6	4	4	1	5	3	3	4	3	3	6	6	6	6	6	2	4	28	4	5
2	4	5	4	4	4	4	5	5	4	3	4	3	4	4	5	5	6	4	6	5	5	5	6	5	1	5	26	3.6	4.4
5	5	6	6	6	5	5	5	2	6	4		6	4	6	5	5	6	6	4	6	3	6	6	4	1	5	35		
3	4	5	6	2	5	5	5	5	2	3	3	5	6	5	2	1	2	2	6	5	6	6	6	5	2	4	43	4.4	5
5	5	6	5	5	4	4	6	5	3	4	1	3	2	5	2	1	4	3	5	4	6	5	6	5	2	5	37	3	4.1
6	5	5	5		1	6	6	3	2	3	1	1	5	4	3	1	1	1	2	5	1	6	6	2	1	5	23	2.8	3.4
6	6	6	6	6	6	6	6	6	6	2	6	5	5	6	6	6	2	1	6	5	6	5	5	3	1	5	20	4.8	4.8
4	6		6	4	6	5	6	6	1	3	4	4		6	3	4	3	2	3	6	3	4	6	5	2	2	24		
5	6	5	6	5	6	6	6	6	6	2	6	5	6	6	6	6	6	1	6	5	6	5	5	6	1	5	21	5	5.2
4	4	2	4	1	6	6	5	6	6	1	1	1	2	5	5	3	5	5	2	4	5	2	6	6	2	4	22	2	3.3
6	5	5	5	5	4	4	4	4	1	5	4	4	4	5	6	6	2	3	4	5	5	6	6	6	2	3	20	4.4	5
3	4	5	5	6	5	5	4	5	4	3	2	5	3	4	6	5	4	4	5	6	5	4	5	4	2	3	27	3.4	4.1
6	5	4	5	4	6	5	6	5	3	2	2	2	5	5	4	4	5	5	6	4	3	4	6	5	2	2	55	3.2	3.8
6	4	4	3	6	5	4	4	3	3	4	1	2	5	5	4	2	5	5	4	2	3	5	6	6	2	3	39	3.4	3.9
5	4	4	2	6	3	3	5	2	2	4	6	4	5	3	3	1	1	1	5	6	4	5	6	4	2	5	31	4.4	4.7
5	5	2	1	2	6	6	3	6	6	6	5	5	5	6	6	6	5	6	6	6	6	6	6	6	2	5	33	5.4	5.7
5	5	4	5	5	5	5	5	6	5	4	5	5	5	5	5	5	5	5	3	5	4	5	5	6	2	4	24	4.8	4.9
5	4	4	3	4	5	4	3	4	3	4	3	5	4	3	4	3	3	4	3	6	3	6		4	2	4	22	3.8	
5	4	4	4	5	5	4	4	5	2	3	3	3	3	5	3	4	5	4	5	5	5	4	5	5	1	3	50	3.4	4.1
4	6	5	6	5	4	4	4	5	5	6	5	5	6	5	6	6	5	6	3	5	6	5	5	2	1	4	22	5.4	5
6	6	6	6	6	5	4	4	4	3	6	6	6	6	4	6	6	6	6	4	6	3	6	6	1	2	3	52	5.6	5
5	4	4	5	3	4	4	2	2	2	4	4	3	5	4	3	3	3	3	3	3	4	3	5	4	2	5	32	4	3.9
5	4	3	3	3	4	3	4	5	2	2	3	3	2	3	6	5	6	4	6	3	5	3	5	4	1	5	25	2.6	3.3
3	3	5	3	4	4	3	3	4	4	4	3	4	5	3	3	3	2	6	2	2	3	3	5	3	2	3	23	3.8	3.5
4	3	4	3	5	6	4	4	2	1	5	2	4	5	4	3	3	3	3	3	4	3	5	6	3	2	2	19	4	4.1
6	5	5	6	5	5	5	6	3	5	6	6	4	6	5	6	5	5	5	3	5	6	6	6	5	2	5	33	5.4	5.5
5	3	4	5	5	4	4	2	3	5	5	4	4	5	4	4	4	5	5	5	6	6	5	5	4	1	4	46	4.4	4.8
6	5		5	5	6	5	5	5	3	3	4	2	2	5	3	2	2	2	5	3	5	5	6	6	2	5	51	3.2	4.1
6	6	2	5	2	5	4	1	3	1	2	1	1	2	1	3	2	2	1	5	2	3	5	6	5	2	4	37	1.4	2.8
6	2	3	4	2	5	4	4	3	3	3	2	3	2	4	5	5	5	5	5	4	4	5	6	3	2	3	19	2.8	3.6
5	4	6	5	1		6	5	2	3	4	5	5	5	5	4	4	4		3	6	4	6	4	5	1	2	20	4.8	4.9
2	4	1	4	3	6	3	4	2	2	6	5	2	5	5	6	4	6	6	4	6	6	6	6	4	2	4	44	4.6	5.1
5	6	6	4	5	6	6	6	5	6	6	5	4	5	5	5	4	3	6	5	5	5	5	6	6	2	3	31	5	5.2
2	5	5	6	6	6	6	5	5	6	5	6	6	6	6	6	5	4	4	5	6	5	6	5	4	2	3	22	5.8	5.5
1	2	6	6	6	5	5	6	1	2	3	3	6	5	4	6	5	6	5	3	6	3	4	4	3	1	3	20	4.2	4.1
5	6	6	6	6	4	3		1	1	6	2	5	6	3	6	3	5	3	6	3	1	5	5	1	1	4	22	4.4	3.7
5	4	5	6	5	5	5	5	6	5	6	5	4	6	5	6	5	5	5	4	5	4	4	5	4	2	3	19	5.2	4.8
4	5	4	5	3	3	2	2	2	1	2	1	2	3	2	4	4	3	2	2	4	5	5	6	5	2	3	19	2	3.5
6	6	6	6	5	6	5	5	5	1	6	6	2	5	5	4	3	2	5	1	5	4	2	5	5	2	3	40	4.8	4.5
6	5	5	6	4	6	5	5	6	4	4	3	3	3	6	3	2	3	4	5	4	5	4	5	5	2	5	30	3.8	4.2
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1	5	53	6	6
5	6	6	6	6	3	2	2	3	1	3	3	6	5	5	6	6	6	4	6	6	5	5	6	1	1	3	20	4.4	4.5
5	4	5	6	6	5	3	5	5	5	5	3	4	3	6	5	4	5	4	6	4	5	4	5		1	4	70	4.2	
6	6	6	5	5	5	3	5	5	5	5	5	5	6	6	6	2	6	4	6	6	5	5	5	6	2	4	56	5.4	5.4
6	6	5	4	5	2	2	3	2	3	6	6	4	6	3	1	1	2	5	2	4	5	4	4	2	2	2	31	5	4.4
3	4	3	4	2	5	5	5	5	4	2	4	3	3	5	5	4	3	3	5	5	4	3	4	4	1	3	20	3.4	3.7
4	4	3	2	2	5	5	5	5	2	1	1	2	1	5	2	2	5	1	3	6	6	5	6	6	2	2	25	2	3.9
4	5	3	5	3	4	2	4	2	5	5	4	4	4	6	2	2	2	2	2	4	6	4	2	5	2	3	20	4.6	4.4
5	5	6	5	6	5	4	3	4	3	6	6	5	6	4	5	3	5	4	5	4	3	5	5	5	2	3	31	5.4	4.9
4	3			5	1				6		6		5	2		2	2				6		1		2		13		
6	5	5	4	5	4	5	4	5	5	4	6	5	5	5	5	5	6	2	5	4	6	5	6	5	2	4	27	5	5.1
4	3	5	5	5	1	6	6	5	6	6	6	1	5	2	2	2	2	3	4	5	6	1	1	6	2		13	4	3.9
4	5	5	4	4	4	3	4	4	4	4	5	3	5	3	5	3	4	4	4	4	3	4	5	3	2	3	31	4	3.9
3	4	4	5	5	4	3	2	2	2	3	4	4	4	4	4	4	2	3	2	4	3	5	3	4	2	3	21	3.8	3.8
6	6	6	6	6	5	4	6	5	3	2	6	6	5	6	5	4	4	3	3	5	6	5	4	6	2	3	20	5	5.1
6	4	5	6	5	3	4	2	5	5	2	3	5	4	4	6	4	5	5	2	6	5	4	5	5	2	3	18	3.6	4.3
4		1	4	5	3	2	3	4	4	2	4	4	2	3	5	5	6	6	4	3	6	2	2	3	1	3	18	3	3.1
6	5	6	6	6	6	6	3	6	6	4	6	6	6	6	4	2	2	4	6	5	5	6	6	6	2	2	24	5.6	5.6
6	5	6	5	4	5	5	5	6	6	3	5	4	3	5	6	6	6	6	5	4	5	2	2	3	2	3	45	4	3.6
4	6	6	5	6	4	4	3	3	6	4	2	4	5	6	5	2	3	6	5	6	4	5	4	6	1	1	40	4.2	4.6
6	6	6	1	6	5	4	5	3	2	4	1	5	6	5	3	1	4	2	2	4	4	5	6	5	1	5	28	4.2	4.5
3	3	4	4	1	6	4	5	2	2	1	1	4	5	5	6	4	6	3	6	6	6	6	6	6	1	2	24	3.2	4.6
3	6	6	6	2	5	6	6	6	6	3	4	6	4	6	5	6	2	2	6	6	6	6	6	6	1	1	25	4.6	5.3
5	4	5	4	1	4	4	4	2	3	6	5	4	6	5	3	2	2	4	4	2	5	4	5	3	2	2	20	5.2	4.5
5	5	5	6	5	4	5	4	4	3	5	5	4	5	4	2	2	3	3	4	5	5	5	4	4	1	1	15	4.6	4.6
5	5	3	4	3	5	3	2	3	3	6	5	4	5	5	5	5	5	2	3	5	4	4	2	4	2	3	19	5	4.4
6	5	5	6	5	4	5	4	3	2	4	5	4	5	5	3	2	3	2	3	5	5	6	6	6	2	5	39	4.6	5.1
6	6	6	6	6	5	5	4	5	5	5	6	3	6	5	5	6	6	6	6	5	5	4	5	4	1	4	39	5	4.8
4	5	4	3	4	4	5	5	3	5	5	4		5	4	3	5	5	2	3	4	4	4	3	4	2	2	19		
5	5	4	5	5	5	5	2	4	5	6	4	4	6	5	3	2	2	4	4	2	4	3	4	5	2	2	19	5	4.3
3	3	6	6	6	5	5	5	4	3	1	6	6	6	6	2	4	2	3	5	5	1	5	6	3	1	3	23	5	4.5
4	3	4	5	6	5	5	2	4	4	6	6	5	6	6	5	5	6	6	6	6	4	5	4	5	1	1	17	5.8	5.3
6	5	5	4	6	5	3	5	3	3	2	2	5	5	5	5	4	4	4	6	5	3	5	4	5	2	5	43	3.8	4.1
5	3	4	5	2	6	5	5	6	3	4	5	5	5	6	4	4	5	5	5	5	6	5	2	4	1	3	20	5	4.7
5	2	6	2	6	4	4	5	5	1	3	2	5	6	5	1	1	2	3	1	5	3	5	4	1	1	3	19	4.2	3.9
6	6	6	6	6	5	5	4	2	3	5	6	5	6	5	6	5	1	2	2	6	6	6	6	6	2	1	62	5.4	5.7
4	5	4	5	5	4	2	5	3	2	6	2	5	4	6	2	1	1	3	3	6	4	5	6	5	2	3	20	4.6	4.9
4	5	1	3	4	5	5	3	3	2	2	1	3	4	3	2	1	2	3	3	5	6	6	6	6	2	4	22	2.6	4.2
3	4	4	2	4	6	6	6	5	5	2	2	3	5	6	4	2	5	5	3	4	4	3	3	4	2	2	21	3.6	3.6
5	6	6	6	6	4	5	5	6	5	5	4	5	4	5	3	2	2	4	3	5	4	5	5	6	2	3	23	4.6	4.8
2	4	5	2	5	5	5	5	5	6	6	5	4	5	5	3	3	2	5	5	5	4	5	6	3	2	3	18	5	4.8
3	4	5	1	5	4	3	3	2	2	6	6	6	6	6	4	5	4	6	4	6	6	5	5	6	2	3	18	6	5.8
3	6	5	6	6	4	3	4	4	3	4	1	1	4	5	3	1	1	1	3	5	1	4	6	4	1	3	19	3	3.5
5	5	5	4	5	4	3	3	5	5	3	3	5	5	4	4	4	5	2	5	6	1	5	2	5	1	3	18	4	3.9
4	4	4	4	4	4	4	5	5	4	4	3		4	4	3	4	6	4	5	4	3	3	3	4	1	5	22		
6	6	5	5	6	6	6	6	6	6	5	6	5	2	6	6	6	5	5	6	4	6	6	2	6	1	4	24	4.8	4.8
5	6	6	6	1	5	5	2	5	1	2	1	5	1	6	3	2	2	1	1	4	6	5	6	6	2	3	23	3	4.2
6	6	6	6	6	5	5	5	6	5	6	6	6	6	6	3	5	5	6	5	5	2	4	4	5	2	3	22	6	5
5	5	2	6		1	6	1	6	2	4	2	2	5	4	6	4	6	3	6	6	4	4	6	6	1	3	18	3.4	4.3
4	5	4	6	4	5	2	3	3	2	4	3	4	4	4	1	1	1	2	2	4	2	4	2	5	2	3	34	3.8	3.6
6	4	2	6	5	5	5	3	5	2	4	1	5	4	5	6	3	5	5	5	5	3	5	5	5	1	5	43	3.8	4.2
2	5	2	5	2	5	4	4	5	3	2	4	4	4	2	5	5	5	3	5	5	5	5	4	5	1	5	33	3.2	4
4	3	5	1	5	5	5	4	6	3	5	6	5	4	5	5	2	3	3	6	5	5	5	4	6	2	2	25	5	5
2	6	5	6	4	6	5	4	6	6	4	5		5	4	6	6	5	5	6	6	6	6	6	6	1	1	18		
4	3	1	1	3	5	5	4	5	2	4	1	4	2	6	4	4	4	4	3	2	5	5	4	5	2		25	3.4	3.8
5	5	5	5	4	4	4	6	6	2	3	4	1	4	5	3	2	3	2	2	4	5	5	5	5	2	5	38	3.4	4.1
6	6	6	6	6	6	6	6	6	6	6	4	6	6	6	1	2	1	1	6	6	3	5	6	6	2	4	22	5.6	5.4
3	5	5	5	6	5	4	4	5	5	5	5	4	6	5	6	3	5	5	6	4	5	5	2	5	2	3	39	5	4.6
6	5	5	5	6	5	5	3	4	3	5	6	5	5	5	2	1	2	4	4	4	2	5	5	4	2	3	34	5.2	4.6
6	5	6	6	6	5	6	6	5	6	3	5	6	5	5	6	6	6	5	6	5	5	6	2	4	2	5	54	4.8	4.6
5	5	5	6	5	5	5	6	5	5	5	5	2	5	5	5	6	6	5	5	5	5	2	5	5	1	3	56	4.4	4.4
6	5	4	5	4	5	6	6	4	1	5	2	4	5	3	5	4	2	2	1	6	5	5	6	6	2	3	21	3.8	4.7
6	5	2	5	3	3	2	4	5	2	4	5	4	4	5	4	4	2	3	2	5	4	5	6	2	2	5	30	4.4	4.4
4	6	3	4	3	5	2	4	2	5	2	2	2	3	3	2	3	3	4	1	4	2	4	5	1	1	4	22	2.4	2.8
6	4	5	4	5	5	6	3	6	4	4	6	6	6	6	4	5	5	5	3	5	3	5	2	5	2	5	31	5.6	4.8
5	5	5	6	2	6	5	4	3	1	5	5	2	3	2	5	6	4	5	3	3	5	2	4	4	2	3	17	3.4	3.5
5	6	4	4	3	5	4	5	4	3	6	3	2	4	5	5	2	3	3	5	5	6	5	6	5	2	5	24	4	4.7
5	5	5	5	5	5	2	2	4	5	4	3	4	5	5	4	4	3	3	3	4	4	3	4	2	2	5	23	4.2	3.8
4	5	2	2	5	2	3	5	6	5	5	5	3	2	4	5	5	2	5	5	4	5	1	2	4	1	1	21	3.8	3.5
5	2	2	5	5	6	6	5	6	3	5	4	3	2	4	3	3	5	6	4	6	5	4	1	6	1	3	26	3.6	4
3	4	3	2	5	5	4	4	5	2	2	3	4	3	2	5	3	2	3	2	4	5	5	6	6	2	4	21	2.8	4
	6	5	6	6	6	5	5	6	5	5	5	4	5	6	5	6	5	4	5	5	6	6	6	6	2	4	50	5	5.4
3	6	4	6	3	5	2	3	2	3	6	6	4	4	5	3	3	3	3	2	6	5	4	5	6	2	2	35	5	5.1
6	6	6	4	6	2	4	4	6	5	5	6	6	6	4	6	6	6	6	6	3	6	2	1		2	2	72	5.4	
6	5	4	4	5	6	2	3	4	3	4	3	4	3	5	5	5	3	3	5	4	5	4	5	1	2	3	39	3.8	3.8
5	5	4	5	5	4	3	4	3	4	4	3	1	2	5	3	3	3	3	3	4	5	4	6	4	2	2	40	3	3.8
5	5	5	6	5	5	5	5	3	3	1	2	5	5	4	6	3	6	3	6	2	3	5	3	2	2	3	41	3.4	3.2
5	4	3	6	4	4	2	2	6	2	6	6	3	6	2	4	3	3	3	4	4	6	2	2	5	2		14	4.6	4.2
6	6	6	5	5	4	2	4	4	2	2	6	5	4	4	4	3	5	5	5	6	6	4	4	5	2	4	40	4.2	4.6
6	6	6	6	6	6	6	6	6	6	6	5	4	6	5	6	4	4	6	6	6	6	6	5	6	1	1	36	5.2	5.5
2	4	4	4	3	4	2	2	3	3	5	5	5	4	4	5	5	6	4	6	5	6	6	4	5	1	1	24	4.6	4.9
3	5	4	5	5	5	5	6	3	3	3	1	4	2	3	6	6	6	6	5	6	5	5	6	5	1	1	19	2.6	4
2	2	1	2	5	2	4	3	3	2	5	2	2	3	5	3	2	2	2	1	3	6	6	6	6	2	4	22	3.4	4.4
6	6	6	6	6	6	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1	6	1	2	4	38	6	5
6	4	4	6	4	6	6	5	6	2	2	2	4	3	6	2	2	3	2	1	4	6	3	6	5	1		16	3.4	4.1
5	6	4	5	5	5	6	5	6	3	5	2	5	4	6	1	1	2		1	4	4	6	5	6	2	3	20	4.4	4.7
4	3	4	2	4	5	4	5	4	2	1	2	3	3	4	4	3	3	3	1	3	2	4	5	3	2	4	20	2.6	3
5	4	4	5	4	2	2	4	3	2	3	4	4	5	4	6	4	5	5	6	5	6	4	6	6	2	3	32	4	4.7
5	6	4	6	5	2	5	2	3	2	4	5	4	5	5	2	3	2	3	1	5	3	3	3	2	1	4	23	4.6	3.9
5	2	4	5	2	6	6	5	5	4	1	2	6	1	2	2	2	3	2	3	6	6	6	6	6	1	2	20	2.4	4.2
5	5	5	2	5	3	2	4	4	3	5	5	4	5	5	4	3	4	4	5	5	4	4	5	4	2	4	28	4.8	4.6
5	5	5	5	5	6	5	4	4	3	5	3	4	5	3	3	3	3	3	3	4	3	4	5	4	2	3	20	4	4
6	6	5	6	5	3	4	5	2	2	4	2	4	5	5	5	3	4	4	5	5	4	4	2	4	2	3	20	4	3.9
6	6	6	6	5	6	5	5	6	4	4	5	3	6	4	3	3	3	5	4	4	6	5	5	5	2	5	48	4.4	4.7
5	5	5	2	5	3	2	5	4	3	5	5	4	5	5	5	3	6	5	5	4	5	4	5	5	2	4	28	4.8	4.7
5	5	5	2	5	3	3	5	4	3	5	5	5	5	5	5	3	6	5	5	4	5	4	5	5	2	4	28	5	4.8
5	6	5	3	5	3	3	4	5	3	5	6	5	5	5	5	3	6	5	5	5	5	4	6	5	2	4	28	5.2	5.1
5	5	5	2	5	3	3	4	5	3	5	6	5	5	5	5	3	5	5	5	5	5	4	6	5	2	4	28	5.2	5.1
4	4	4	5	5	5	4	2	5	2	5	3	2	4	4	3	3	3	2	4	4	3	5	4	4	2	3	29	3.6	3.8
6	4	4	4	4	5	3	4	4	5	4	6	3	5	5	5	4	3	5	4	5	5	4	4	5	1	4	28	4.6	4.6
4	5	6	5	5	5	6	3	5	2	6	3	6	4	6	3	3	2	1	5	5	6	6	6	6	2	3	21	5	5.4
2	5	2	5	3	6	6	5	6	6	4	3	3	3	5	3	2	5	3	6	3	5	4	6	5	2	5	26	3.6	4.1
6	5	5	6	6	5	2	2	5	4	5	5	5	6	5	5	4	5	5	6	5	2	5	3	2	1	3	40	5.2	4.3
6	6	5	5	5	5	2	5	6	3	5	6	3	5	4	5	3	3	5	3	5	5	5	6	5	2	2	25	4.6	4.9
4	3	4	3	4	5	5	3	4	2	4	2	3	3	2	2	2	1	3	3	5	5	6	5	6	1	1	23	2.8	4.1
6	6	3	5	4	5	2	4	4	2	1	4	2	3	1	6	5	6	5	4	5	5	3	5	5	1	3	19	2.2	3.4
3	2	4	5	4	4	4	5		6	2	3	1	3	2		5	6	4	3	5	6	4	2		1	3	39	2.2	
6	6	5	4	6	5	4	4	2	1	3	3	4	3	5	5	2	6	5	3	6	1	5	4	5	2	5	53	3.6	3.9
5	5	6	6	6	6	5	4	2	2	6	5	3	6	3	3	6	1	1	5	5	6	4	2	2	1	4	21	4.6	4.2
6	6	6	4	6	6	6	5	6	2	6	3	6	4	5	2	2	1	3	2	6	6	6	6	6	2	5	31	4.8	5.4
6	6	6	6	5	5	4	5	6	6	3	3	4	5	4	3	3	3	3	5	5	6	4	5	5	2	3	29	3.8	4.4
6	6	6	6	5	6	6	6	5	6	3	3	4	5	5	6	3	6	6	6	6	5	5	6	6	2	4	50	4	4.8
2	4	2	5	3	5	6	6	6	5	4	5	4	5	4	5	2	5	4	6	6	6	5	4	6	1	4	54	4.4	4.9
2	2	1	2	2	4	6	6	6	2	6	1	2	5	2	1	1	1	1	1	6	4	5	6	6	2		18	3.2	4.3
2	6	6	6	6	6	6	6	6	4	3	4	5	6	5	6	2	3	3	4	5	5	5	6	6	2	3	21	4.6	5
6	6	4	5	6	2	3	3	3	1	5	3	4	6	2	6	6	6	6	3	3	5	5	6	5	1	3	22	4	4.4
5	5	4	6	4	2	1	2	3	2	3	3	4	4	3	5	4	5	4	5	3	4	4	3	5	2	5	32	3.4	3.6
4	5	6	6	5	3	6	6	6	6	6	6	6	5	3	6	6	5	5	6	6	6	6	2	6	2	3	46	5.2	5.2
6	6	6	5	6	6	6	6	6	6	1	3	5	5	6	1	1	2	1	2	3	3	6	6	6	2	3	40	4	4.4
6	6	6	6	6	5	5	5	6	6	4	5	5	5	4	6	6	5	5	6	5	6	5	5	6	2	5	52	4.6	5
3	3	3	5	1	3	5	2	2	2	6	6	4	2	2	1	1	1	1	1	2	2	4	6	2	2	3	50	4	3.6
5	5	5	5	6	4	5	5	3	3	3	5	5	5	4	3	3	2	3	3	4	4	4	5	4	2	3	19	4.4	4.3
5	4	5	6	5	3	2	5	4	2	3	6	5	3	1	5	2	1	3	5	2	4	5	2	5	2	5	25	3.6	3.6
6	6	6	4	6	4	4	1	2	2	3	2	5	2	2	2	2	2	1	5	5	6	6	6	5	1	3	19	2.8	4.2
6	6	6	6	6	6	6	4	6	4	1	3	5	5	6	1	1	4	6	3	3	2	6	4	3	1	4	22	4	3.8
3	5	4	6	5	4	3	1	3	1	4	6		6	6	3	1	2	1	1	6	1	3	6	2	2	4	26		
6	5	6	4	6	2	5	5	1	2	5	6	6	5	6	3	2	4	3	3	5	2	6	2	3	2	5	29	5.6	4.6
6	5	6	6	1	1	6	5	6	6	6	6	5	6	1	2	5	6	2	2	6	3	5	1	5	2	5	38	4.8	4.4
4	4	3	5	4	5	5	4	4	5	1	1	2	2	3	3	3	5	4	5	6	6	5	6	6	1	5	32	1.8	3.8
4	6	6	5	5	4	3	4	3	2	5	5	5	6	6	4	2	3	3	2	6	3	4	5	4	2	3	23	5.4	4.9
1	4	1	5	4	5	4	5	2	1	1	1	4	4	5	6	6	6	6	6	6	2	1	5	2	1	1	44	3	3.1
5	4	4	5	5	5	6	5	6	4	5	4	4	5	4	4	2	2	4	1	4	4	4	5	5	2	3	35	4.4	4.4
